Time [min:sec]	P [h Pa]	T [¡ÆC]	U [%]	Wsp [m/s]	Wdir [¡Æ]	Lon [¡Æ]   	Lat [¡Æ]  	Altitude [m]	Dew [¡ÆC]	Vi Te [¡ÆC]	Rs [m/min]
14:12         	928.2   	18.11 	79   	7.3      	319     	129.044540	35.163313	728.4       	14.5    	20.1      	78.2      
14:14         	927.9   	18.08 	79   	7.3      	319     	129.044644	35.163209	731.0       	14.5    	20.0      	78.0      
14:16         	927.7   	18.05 	79   	7.3      	319     	129.044749	35.163105	733.6       	14.4    	20.0      	78.0      
14:18         	927.4   	18.02 	79   	7.3      	319     	129.044853	35.163001	736.2       	14.4    	20.0      	78.0      
14:20         	927.1   	17.99 	79   	7.3      	320     	129.044958	35.162897	738.8       	14.4    	19.9      	78.0      
14:22         	926.8   	17.96 	79   	7.3      	321     	129.045063	35.162793	741.4       	14.3    	19.9      	78.0      
14:24         	926.5   	17.93 	79   	7.3      	321     	129.045167	35.162689	744.0       	14.3    	19.9      	78.0      
14:26         	926.2   	17.90 	79   	7.3      	322     	129.045272	35.162585	746.6       	14.2    	19.8      	78.0      
14:28         	926.0   	17.87 	79   	7.3      	323     	129.045376	35.162480	749.2       	14.2    	19.8      	78.0      
14:30         	925.7   	17.84 	79   	7.3      	324     	129.045481	35.162376	751.8       	14.2    	19.8      	78.0      
14:32         	925.4   	17.81 	79   	7.3      	324     	129.045586	35.162272	754.4       	14.1    	19.7      	78.0      
14:34         	925.1   	17.78 	79   	7.3      	325     	129.045690	35.162168	757.0       	14.1    	19.7      	78.0      
14:36         	924.8   	17.75 	79   	7.3      	326     	129.045782	35.162048	759.6       	14.0    	19.7      	78.0      
14:38         	924.6   	17.72 	79   	7.3      	327     	129.045873	35.161927	762.2       	14.0    	19.6      	78.0      
14:40         	924.3   	17.70 	79   	7.4      	327     	129.045965	35.161807	764.8       	13.9    	19.6      	78.0      
14:42         	924.0   	17.67 	78   	7.4      	327     	129.046056	35.161686	767.3       	13.9    	19.6      	75.6      
14:44         	923.7   	17.64 	78   	7.5      	328     	129.046147	35.161565	769.8       	13.8    	19.5      	75.2      
14:46         	923.5   	17.61 	78   	7.5      	328     	129.046238	35.161444	772.3       	13.8    	19.5      	75.2      
14:48         	923.2   	17.58 	78   	7.6      	328     	129.046330	35.161323	774.8       	13.7    	19.5      	75.2      
14:50         	922.9   	17.56 	78   	7.6      	329     	129.046421	35.161202	777.3       	13.6    	19.4      	75.2      
14:52         	922.7   	17.53 	78   	7.7      	329     	129.046512	35.161082	779.9       	13.6    	19.4      	75.2      
14:54         	922.4   	17.50 	77   	7.8      	329     	129.046603	35.160961	782.4       	13.5    	19.4      	75.2      
14:56         	922.1   	17.48 	77   	7.8      	330     	129.046695	35.160840	784.9       	13.4    	19.3      	75.2      
14:58         	921.9   	17.45 	77   	7.9      	330     	129.046786	35.160719	787.4       	13.4    	19.3      	75.2      
15:00         	921.6   	17.43 	77   	7.9      	330     	129.046877	35.160598	789.9       	13.3    	19.2      	75.2      
15:02         	921.3   	17.40 	77   	7.9      	330     	129.046968	35.160477	792.4       	13.3    	19.2      	75.2      
15:04         	921.0   	17.37 	77   	7.9      	330     	129.047060	35.160356	794.9       	13.2    	19.2      	75.2      
15:06         	920.8   	17.35 	77   	7.9      	330     	129.047150	35.160228	797.4       	13.2    	19.2      	75.2      
15:08         	920.5   	17.32 	76   	8.0      	330     	129.047240	35.160098	799.9       	13.1    	19.1      	75.2      
15:10         	920.3   	17.30 	76   	8.0      	331     	129.047330	35.159968	802.4       	13.1    	19.1      	75.2      
15:12         	920.0   	17.27 	76   	8.0      	331     	129.047420	35.159838	804.8       	13.1    	19.1      	71.0      
15:14         	919.7   	17.24 	76   	8.0      	331     	129.047509	35.159709	807.1       	13.0    	19.0      	70.4      
15:16         	919.5   	17.22 	76   	8.0      	331     	129.047599	35.159579	809.5       	13.0    	19.0      	70.4      
15:18         	919.2   	17.19 	76   	8.0      	331     	129.047689	35.159449	811.8       	12.9    	19.0      	70.4      
15:20         	919.0   	17.16 	76   	8.0      	331     	129.047779	35.159319	814.1       	12.9    	18.9      	70.4      
15:22         	918.7   	17.13 	76   	8.1      	331     	129.047869	35.159190	816.5       	12.8    	18.9      	70.4      
15:24         	918.5   	17.10 	76   	8.1      	331     	129.047959	35.159060	818.8       	12.8    	18.9      	70.4      
15:26         	918.2   	17.07 	76   	8.1      	331     	129.048049	35.158930	821.2       	12.7    	18.8      	70.4      
15:28         	918.0   	17.04 	76   	8.2      	331     	129.048139	35.158800	823.5       	12.7    	18.8      	70.4      
15:30         	917.7   	17.01 	75   	8.2      	331     	129.048229	35.158670	825.9       	12.6    	18.8      	70.4      
15:32         	917.5   	16.99 	75   	8.2      	331     	129.048319	35.158541	828.2       	12.6    	18.7      	70.4      
15:34         	917.2   	16.96 	75   	8.2      	331     	129.048409	35.158411	830.6       	12.6    	18.7      	70.4      
15:36         	917.0   	16.94 	75   	8.3      	331     	129.048504	35.158277	832.9       	12.5    	18.7      	70.4      
15:38         	916.7   	16.92 	75   	8.3      	331     	129.048600	35.158143	835.3       	12.5    	18.6      	70.4      
15:40         	916.5   	16.89 	75   	8.3      	331     	129.048696	35.158009	837.6       	12.4    	18.6      	70.4      
15:42         	916.2   	16.87 	75   	8.3      	331     	129.048792	35.157875	839.7       	12.4    	18.6      	64.1      
15:44         	916.0   	16.84 	75   	8.4      	330     	129.048888	35.157741	841.8       	12.4    	18.6      	63.1      
15:46         	915.8   	16.82 	75   	8.4      	330     	129.048984	35.157607	843.9       	12.3    	18.5      	63.1      
15:48         	915.6   	16.80 	75   	8.4      	330     	129.049079	35.157473	846.1       	12.3    	18.5      	63.1      
15:50         	915.3   	16.77 	75   	8.4      	330     	129.049175	35.157339	848.2       	12.2    	18.5      	63.1      
15:52         	915.1   	16.74 	75   	8.5      	330     	129.049271	35.157205	850.3       	12.2    	18.4      	63.1      
15:54         	914.9   	16.72 	74   	8.5      	330     	129.049367	35.157071	852.4       	12.2    	18.4      	63.1      
15:56         	914.7   	16.69 	74   	8.5      	329     	129.049463	35.156937	854.5       	12.1    	18.4      	63.1      
15:58         	914.4   	16.66 	74   	8.6      	329     	129.049559	35.156803	856.6       	12.0    	18.4      	63.1      
16:00         	914.2   	16.64 	74   	8.6      	329     	129.049655	35.156669	858.7       	12.0    	18.3      	63.1      
16:02         	914.0   	16.61 	74   	8.6      	329     	129.049751	35.156535	860.8       	11.9    	18.3      	63.1      
16:04         	913.8   	16.59 	73   	8.7      	329     	129.049847	35.156401	862.9       	11.8    	18.3      	63.1      
16:06         	913.5   	16.58 	73   	8.7      	328     	129.049954	35.156263	865.0       	11.8    	18.2      	63.1      
16:08         	913.3   	16.58 	73   	8.8      	328     	129.050069	35.156124	867.1       	11.7    	18.2      	63.1      
16:10         	913.1   	16.57 	73   	8.9      	328     	129.050184	35.155984	869.2       	11.7    	18.2      	63.1      
16:12         	912.9   	16.56 	73   	8.9      	327     	129.050299	35.155844	871.1       	11.7    	18.2      	58.3      
16:14         	912.7   	16.56 	72   	9.0      	327     	129.050413	35.155705	873.0       	11.6    	18.2      	55.4      
16:16         	912.5   	16.55 	72   	9.0      	327     	129.050528	35.155565	874.8       	11.5    	18.2      	55.4      
16:18         	912.3   	16.54 	72   	9.1      	327     	129.050643	35.155425	876.7       	11.5    	18.2      	55.4      
16:20         	912.1   	16.54 	72   	9.2      	326     	129.050758	35.155285	878.5       	11.4    	18.2      	55.4      
16:22         	911.9   	16.51 	71   	9.2      	326     	129.050873	35.155146	880.4       	11.3    	18.1      	55.4      
16:24         	911.7   	16.49 	71   	9.3      	326     	129.050987	35.155006	882.2       	11.3    	18.1      	55.4      
16:26         	911.5   	16.47 	71   	9.3      	325     	129.051102	35.154866	884.1       	11.2    	18.1      	55.4      
16:28         	911.3   	16.44 	71   	9.4      	325     	129.051217	35.154726	885.9       	11.1    	18.0      	55.4      
16:30         	911.1   	16.42 	70   	9.4      	325     	129.051332	35.154587	887.8       	11.0    	18.0      	55.4      
16:32         	910.9   	16.40 	70   	9.5      	324     	129.051447	35.154447	889.6       	11.0    	18.0      	55.4      
16:34         	910.7   	16.37 	70   	9.5      	324     	129.051561	35.154307	891.4       	10.9    	17.9      	55.4      
16:36         	910.5   	16.35 	70   	9.6      	324     	129.051686	35.154166	893.3       	10.8    	17.9      	55.4      
16:38         	910.3   	16.35 	70   	9.6      	323     	129.051826	35.154022	895.1       	10.8    	17.9      	55.4      
16:40         	910.1   	16.35 	69   	9.7      	323     	129.051967	35.153879	897.0       	10.8    	17.9      	55.4      
16:42         	909.9   	16.35 	69   	9.8      	323     	129.052107	35.153735	898.7       	10.7    	17.9      	51.7      
16:44         	909.8   	16.34 	69   	9.8      	322     	129.052247	35.153591	900.2       	10.7    	17.9      	45.9      
16:46         	909.6   	16.34 	69   	9.9      	322     	129.052387	35.153448	901.8       	10.6    	17.9      	45.9      
16:48         	909.4   	16.34 	69   	10.0     	322     	129.052528	35.153304	903.3       	10.5    	17.9      	45.9      
16:50         	909.3   	16.34 	67   	10.0     	321     	129.052668	35.153161	904.8       	10.2    	17.8      	45.9      
16:52         	909.1   	16.34 	66   	10.1     	321     	129.052808	35.153017	906.4       	9.9     	17.8      	45.9      
16:54         	909.0   	16.41 	64   	10.2     	321     	129.052948	35.152873	907.9       	9.7     	17.9      	45.9      
16:56         	908.8   	16.49 	63   	10.2     	320     	129.053089	35.152730	909.4       	9.5     	17.9      	45.9      
16:58         	908.6   	16.56 	62   	10.3     	320     	129.053229	35.152586	910.9       	9.2     	18.0      	45.9      
17:00         	908.5   	16.64 	60   	10.4     	320     	129.053369	35.152442	912.5       	8.9     	18.0      	45.9      
17:02         	908.3   	16.72 	59   	10.4     	319     	129.053509	35.152299	914.0       	8.7     	18.1      	45.9      
17:04         	908.1   	16.79 	58   	10.3     	319     	129.053650	35.152155	915.5       	8.4     	18.1      	45.9      
17:06         	908.0   	16.87 	56   	10.2     	319     	129.053792	35.152020	917.1       	8.2     	18.2      	45.9      
17:08         	907.8   	16.95 	56   	10.0     	318     	129.053937	35.151901	918.6       	8.0     	18.2      	45.9      
17:10         	907.7   	17.01 	55   	9.9      	318     	129.054082	35.151782	920.1       	7.9     	18.3      	45.9      
17:12         	907.5   	17.06 	54   	9.8      	317     	129.054227	35.151663	921.5       	7.7     	18.3      	43.2      
17:14         	907.4   	17.11 	53   	9.7      	317     	129.054373	35.151544	922.7       	7.6     	18.4      	34.0      
17:16         	907.3   	17.17 	53   	9.5      	316     	129.054518	35.151425	923.8       	7.4     	18.4      	34.0      
17:18         	907.1   	17.22 	52   	9.4      	316     	129.054663	35.151306	924.9       	7.2     	18.5      	34.0      
17:20         	907.0   	17.28 	51   	9.3      	315     	129.054808	35.151187	926.1       	7.1     	18.5      	34.0      
17:22         	906.9   	17.33 	50   	9.2      	315     	129.054954	35.151068	927.2       	6.9     	18.5      	34.0      
17:24         	906.8   	17.39 	49   	9.0      	314     	129.055099	35.150949	928.3       	6.6     	18.6      	34.0      
17:26         	906.7   	17.54 	47   	8.9      	313     	129.055244	35.150830	929.5       	6.1     	18.7      	34.0      
17:28         	906.5   	17.72 	45   	8.7      	312     	129.055389	35.150711	930.6       	5.5     	18.8      	34.0      
17:30         	906.4   	17.91 	42   	8.6      	312     	129.055534	35.150592	931.7       	4.9     	19.0      	34.0      
17:32         	906.3   	18.09 	40   	8.4      	311     	129.055680	35.150473	932.9       	4.3     	19.1      	34.0      
17:34         	906.2   	18.27 	38   	8.3      	310     	129.055825	35.150354	934.0       	3.6     	19.2      	34.0      
17:36         	906.1   	18.45 	35   	8.1      	309     	129.055965	35.150265	935.1       	2.9     	19.4      	34.0      
17:38         	905.9   	18.63 	33   	8.0      	308     	129.056102	35.150197	936.3       	2.1     	19.5      	34.0      
17:40         	905.8   	18.81 	31   	7.9      	307     	129.056239	35.150129	937.4       	1.3     	19.6      	34.0      
17:42         	905.7   	18.92 	29   	7.7      	306     	129.056375	35.150061	938.3       	0.4     	19.7      	28.1      
17:44         	905.6   	19.01 	27   	7.6      	305     	129.056512	35.149993	939.1       	-0.2    	19.7      	22.0      
17:46         	905.6   	19.09 	26   	7.5      	303     	129.056649	35.149925	939.8       	-0.8    	19.8      	22.0      
17:48         	905.5   	19.18 	25   	7.3      	302     	129.056785	35.149857	940.5       	-1.4    	19.8      	22.0      
17:50         	905.4   	19.26 	23   	7.2      	301     	129.056922	35.149789	941.3       	-2.1    	19.9      	22.0      
17:52         	905.3   	19.35 	22   	7.1      	300     	129.057059	35.149721	942.0       	-2.9    	20.0      	22.0      
17:54         	905.3   	19.44 	21   	7.0      	299     	129.057196	35.149653	942.7       	-3.7    	20.0      	22.0      
17:56         	905.2   	19.52 	19   	6.8      	298     	129.057332	35.149585	943.5       	-4.5    	20.1      	22.0      
17:58         	905.1   	19.59 	18   	6.7      	296     	129.057469	35.149516	944.2       	-5.4    	20.1      	22.0      
18:00         	905.0   	19.65 	17   	6.6      	295     	129.057606	35.149448	945.0       	-6.4    	20.1      	22.0      
18:02         	904.9   	19.71 	16   	6.5      	293     	129.057742	35.149380	945.7       	-7.0    	20.1      	22.0      
18:04         	904.9   	19.77 	15   	6.4      	292     	129.057879	35.149312	946.4       	-7.5    	20.2      	22.0      
18:06         	904.8   	19.83 	14   	6.4      	291     	129.058013	35.149260	947.2       	-8.2    	20.2      	22.0      
18:08         	904.7   	19.89 	13   	6.3      	290     	129.058142	35.149234	947.9       	-8.8    	20.3      	22.0      
18:10         	904.6   	19.94 	13   	6.3      	289     	129.058271	35.149208	948.6       	-9.5    	20.3      	22.0      
18:12         	904.6   	20.00 	12   	6.2      	288     	129.058399	35.149182	949.2       	-10.2   	20.3      	18.5      
18:14         	904.5   	20.01 	11   	6.1      	287     	129.058528	35.149156	949.7       	-11.0   	20.3      	12.9      
18:16         	904.5   	20.02 	10   	6.1      	286     	129.058657	35.149131	950.1       	-11.8   	20.3      	12.9      
18:18         	904.4   	20.03 	10   	6.0      	285     	129.058786	35.149105	950.5       	-12.7   	20.3      	12.9      
18:20         	904.4   	20.04 	9    	6.0      	284     	129.058915	35.149079	951.0       	-13.1   	20.3      	12.9      
18:22         	904.3   	20.05 	9    	6.0      	283     	129.059044	35.149053	951.4       	-13.3   	20.3      	12.9      
18:24         	904.3   	20.06 	9    	5.9      	282     	129.059173	35.149027	951.8       	-13.6   	20.3      	12.9      
18:26         	904.3   	20.07 	9    	5.9      	281     	129.059301	35.149001	952.2       	-13.9   	20.3      	12.9      
18:28         	904.2   	20.08 	9    	5.9      	281     	129.059430	35.148975	952.7       	-14.1   	20.3      	12.9      
18:30         	904.2   	20.06 	8    	5.9      	280     	129.059559	35.148949	953.1       	-14.4   	20.3      	12.9      
18:32         	904.1   	20.04 	8    	5.9      	280     	129.059688	35.148923	953.5       	-14.7   	20.3      	12.9      
18:34         	904.1   	20.03 	8    	5.9      	279     	129.059817	35.148897	954.0       	-15.1   	20.3      	12.9      
18:36         	904.0   	20.01 	8    	5.9      	278     	129.059947	35.148878	954.4       	-15.4   	20.2      	12.9      
18:38         	904.0   	19.99 	8    	5.9      	278     	129.060078	35.148869	954.8       	-15.5   	20.2      	12.9      
18:40         	903.9   	19.98 	8    	5.9      	277     	129.060209	35.148860	955.2       	-15.5   	20.2      	12.9      
18:42         	903.9   	19.96 	8    	5.9      	276     	129.060340	35.148851	955.6       	-15.5   	20.2      	11.5      
18:44         	903.9   	19.94 	8    	5.9      	276     	129.060471	35.148842	955.9       	-15.5   	20.2      	9.3       
18:46         	903.8   	19.90 	8    	5.9      	275     	129.060602	35.148834	956.2       	-15.5   	20.1      	9.3       
18:48         	903.8   	19.86 	8    	5.9      	275     	129.060733	35.148825	956.6       	-15.5   	20.1      	9.3       
18:50         	903.8   	19.82 	8    	5.9      	274     	129.060864	35.148816	956.9       	-15.5   	20.0      	9.3       
18:52         	903.7   	19.78 	8    	5.9      	273     	129.060995	35.148807	957.2       	-15.6   	20.0      	9.3       
18:54         	903.7   	19.74 	8    	5.8      	272     	129.061126	35.148798	957.5       	-15.6   	20.0      	9.3       
18:56         	903.7   	19.70 	8    	5.8      	272     	129.061257	35.148789	957.8       	-15.6   	19.9      	9.3       
18:58         	903.6   	19.67 	8    	5.8      	271     	129.061388	35.148781	958.1       	-15.6   	19.9      	9.3       
19:00         	903.6   	19.63 	8    	5.8      	270     	129.061520	35.148772	958.4       	-15.6   	19.8      	9.3       
19:02         	903.6   	19.59 	8    	5.8      	270     	129.061651	35.148763	958.7       	-15.6   	19.8      	9.3       
19:04         	903.5   	19.55 	8    	5.8      	269     	129.061782	35.148754	959.0       	-15.6   	19.8      	9.3       
19:06         	903.5   	19.51 	8    	5.8      	269     	129.061915	35.148749	959.3       	-15.6   	19.7      	9.3       
19:08         	903.5   	19.48 	8    	5.8      	269     	129.062053	35.148750	959.7       	-15.6   	19.7      	9.3       
19:10         	903.4   	19.44 	8    	5.9      	269     	129.062191	35.148751	960.0       	-15.6   	19.7      	9.3       
19:12         	903.4   	19.40 	8    	6.0      	269     	129.062329	35.148752	960.3       	-15.6   	19.6      	9.5       
19:14         	903.4   	19.36 	8    	6.0      	269     	129.062467	35.148753	960.8       	-15.6   	19.6      	14.8      
19:16         	903.3   	19.32 	8    	6.1      	269     	129.062605	35.148754	961.3       	-15.7   	19.5      	14.8      
19:18         	903.3   	19.30 	8    	6.1      	269     	129.062743	35.148755	961.8       	-15.7   	19.5      	14.8      
19:20         	903.2   	19.28 	8    	6.2      	269     	129.062881	35.148756	962.3       	-15.8   	19.5      	14.8      
19:22         	903.1   	19.25 	8    	6.2      	269     	129.063019	35.148757	962.7       	-15.8   	19.5      	14.8      
19:24         	903.1   	19.23 	8    	6.3      	269     	129.063157	35.148758	963.2       	-15.8   	19.4      	14.8      
19:26         	903.0   	19.21 	8    	6.3      	269     	129.063295	35.148759	963.7       	-15.9   	19.4      	14.8      
19:28         	903.0   	19.19 	8    	6.4      	268     	129.063432	35.148760	964.2       	-15.9   	19.4      	14.8      
19:30         	902.9   	19.17 	8    	6.4      	267     	129.063570	35.148761	964.7       	-15.9   	19.4      	14.8      
19:32         	902.9   	19.14 	8    	6.4      	266     	129.063708	35.148763	965.2       	-16.0   	19.4      	14.8      
19:34         	902.8   	19.14 	8    	6.4      	266     	129.063846	35.148764	965.7       	-16.1   	19.4      	14.8      
19:36         	902.8   	19.15 	8    	6.5      	265     	129.063986	35.148773	966.2       	-16.3   	19.4      	14.8      
19:38         	902.7   	19.15 	8    	6.5      	264     	129.064127	35.148789	966.7       	-16.5   	19.4      	14.8      
19:40         	902.7   	19.16 	7    	6.5      	263     	129.064268	35.148806	967.2       	-16.7   	19.4      	14.8      
19:42         	902.6   	19.16 	7    	6.5      	263     	129.064409	35.148822	967.8       	-16.9   	19.4      	18.6      
19:44         	902.5   	19.16 	7    	6.6      	262     	129.064550	35.148838	968.8       	-17.0   	19.4      	31.3      
19:46         	902.4   	19.17 	7    	6.6      	261     	129.064691	35.148855	969.9       	-17.2   	19.4      	31.3      
19:48         	902.3   	19.17 	7    	6.6      	261     	129.064833	35.148871	970.9       	-17.4   	19.4      	31.3      
19:50         	902.2   	19.18 	7    	6.6      	261     	129.064974	35.148887	972.0       	-17.6   	19.4      	31.3      
19:52         	902.1   	19.21 	7    	6.5      	260     	129.065115	35.148903	973.0       	-17.8   	19.4      	31.3      
19:54         	902.0   	19.23 	7    	6.5      	260     	129.065256	35.148920	974.1       	-18.0   	19.4      	31.3      
19:56         	901.8   	19.25 	7    	6.4      	260     	129.065397	35.148936	975.1       	-18.2   	19.4      	31.3      
19:58         	901.7   	19.27 	6    	6.3      	260     	129.065538	35.148952	976.1       	-18.4   	19.4      	31.3      
20:00         	901.6   	19.30 	6    	6.3      	260     	129.065679	35.148969	977.2       	-18.6   	19.5      	31.3      
20:02         	901.5   	19.32 	6    	6.2      	260     	129.065820	35.148985	978.2       	-18.8   	19.5      	31.3      
20:04         	901.4   	19.34 	6    	6.2      	259     	129.065961	35.149001	979.3       	-19.0   	19.5      	31.3      
20:06         	901.3   	19.36 	6    	6.1      	259     	129.066099	35.149019	980.3       	-19.2   	19.5      	31.3      
20:08         	901.2   	19.36 	6    	6.1      	259     	129.066233	35.149039	981.4       	-19.4   	19.5      	31.3      
20:10         	901.1   	19.35 	6    	6.1      	259     	129.066366	35.149059	982.4       	-19.5   	19.5      	31.3      
20:12         	901.0   	19.35 	6    	6.1      	259     	129.066500	35.149079	983.5       	-19.6   	19.5      	33.1      
20:14         	900.8   	19.35 	6    	6.1      	259     	129.066634	35.149099	985.5       	-19.7   	19.5      	60.9      
20:16         	900.5   	19.34 	6    	6.1      	259     	129.066767	35.149119	987.6       	-19.7   	19.5      	60.9      
20:18         	900.3   	19.34 	6    	6.1      	259     	129.066901	35.149139	989.6       	-19.8   	19.5      	60.9      
20:20         	900.1   	19.34 	6    	6.1      	259     	129.067034	35.149159	991.6       	-19.9   	19.5      	60.9      
20:22         	899.9   	19.33 	6    	6.1      	259     	129.067168	35.149179	993.7       	-20.0   	19.5      	60.9      
20:24         	899.7   	19.32 	6    	6.1      	259     	129.067302	35.149198	995.7       	-20.0   	19.5      	60.9      
20:26         	899.5   	19.31 	5    	6.1      	258     	129.067435	35.149218	997.7       	-20.1   	19.5      	60.9      
20:28         	899.3   	19.30 	5    	6.1      	258     	129.067569	35.149238	999.8       	-20.2   	19.5      	60.9      
20:30         	899.0   	19.29 	5    	6.1      	258     	129.067702	35.149258	1001.8      	-20.2   	19.4      	60.9      
20:32         	898.8   	19.28 	5    	6.1      	258     	129.067836	35.149278	1003.8      	-20.3   	19.4      	60.9      
20:34         	898.6   	19.27 	5    	6.1      	258     	129.067970	35.149298	1005.9      	-20.4   	19.4      	60.9      
20:36         	898.4   	19.26 	5    	6.1      	258     	129.068104	35.149318	1007.9      	-20.4   	19.4      	60.9      
20:38         	898.2   	19.25 	5    	6.1      	258     	129.068239	35.149337	1009.9      	-20.5   	19.4      	60.9      
20:40         	898.0   	19.23 	5    	6.1      	258     	129.068374	35.149357	1011.9      	-20.6   	19.4      	60.9      
20:42         	897.8   	19.22 	5    	6.1      	258     	129.068509	35.149376	1014.0      	-20.6   	19.4      	61.2      
20:44         	897.4   	19.20 	5    	6.1      	258     	129.068645	35.149396	1017.4      	-20.7   	19.3      	101.5     
20:46         	897.1   	19.19 	5    	6.1      	258     	129.068780	35.149415	1020.8      	-20.7   	19.3      	101.5     
20:48         	896.7   	19.18 	5    	6.1      	258     	129.068915	35.149435	1024.1      	-20.8   	19.3      	101.5     
20:50         	896.4   	19.16 	5    	6.1      	258     	129.069050	35.149454	1027.5      	-20.8   	19.3      	101.5     
20:52         	896.0   	19.15 	5    	6.1      	258     	129.069185	35.149474	1030.9      	-20.8   	19.3      	101.5     
20:54         	895.6   	19.13 	5    	6.1      	258     	129.069321	35.149493	1034.3      	-20.9   	19.3      	101.5     
20:56         	895.3   	19.12 	5    	6.1      	258     	129.069456	35.149513	1037.7      	-20.9   	19.3      	101.5     
20:58         	894.9   	19.11 	5    	6.1      	258     	129.069591	35.149532	1041.1      	-21.0   	19.3      	101.5     
21:00         	894.6   	19.10 	5    	6.1      	258     	129.069726	35.149552	1044.4      	-21.0   	19.2      	101.5     
21:02         	894.2   	19.08 	5    	6.1      	258     	129.069862	35.149571	1047.8      	-21.0   	19.2      	101.5     
21:04         	893.9   	19.07 	5    	6.1      	258     	129.069997	35.149590	1051.2      	-21.1   	19.2      	101.5     
21:06         	893.5   	19.06 	5    	6.1      	258     	129.070132	35.149610	1054.6      	-21.1   	19.2      	101.5     
21:08         	893.2   	19.05 	5    	6.1      	258     	129.070268	35.149633	1058.0      	-21.1   	19.2      	101.5     
21:10         	892.8   	19.03 	5    	6.1      	257     	129.070404	35.149656	1061.4      	-21.2   	19.2      	101.5     
21:12         	892.5   	19.00 	5    	6.1      	257     	129.070540	35.149679	1064.7      	-21.2   	19.1      	101.5     
21:14         	892.0   	18.98 	5    	6.1      	257     	129.070675	35.149702	1069.5      	-21.2   	19.1      	143.7     
21:16         	891.4   	18.96 	5    	6.1      	256     	129.070811	35.149725	1074.5      	-21.3   	19.1      	148.5     
21:18         	890.9   	18.94 	5    	6.1      	256     	129.070947	35.149748	1079.4      	-21.3   	19.1      	148.5     
21:20         	890.4   	18.91 	5    	6.1      	255     	129.071083	35.149771	1084.4      	-21.3   	19.1      	148.5     
21:22         	889.9   	18.89 	5    	6.1      	255     	129.071219	35.149794	1089.3      	-21.3   	19.0      	148.5     
21:24         	889.4   	18.87 	5    	6.1      	255     	129.071355	35.149817	1094.3      	-21.3   	19.0      	148.5     
21:26         	888.9   	18.84 	5    	6.1      	254     	129.071491	35.149840	1099.2      	-21.2   	19.0      	148.5     
21:28         	888.4   	18.80 	5    	6.1      	254     	129.071627	35.149863	1104.2      	-21.2   	18.9      	148.5     
21:30         	887.9   	18.76 	5    	6.1      	253     	129.071762	35.149886	1109.1      	-21.2   	18.9      	148.5     
21:32         	887.3   	18.73 	5    	6.1      	253     	129.071898	35.149909	1114.1      	-21.2   	18.9      	148.5     
21:34         	886.8   	18.69 	5    	6.1      	253     	129.072034	35.149932	1119.0      	-21.2   	18.8      	148.5     
21:36         	886.3   	18.66 	5    	6.1      	253     	129.072170	35.149955	1124.0      	-21.2   	18.8      	148.5     
21:38         	885.8   	18.62 	5    	6.1      	253     	129.072307	35.149981	1128.9      	-21.1   	18.8      	148.5     
21:40         	885.3   	18.59 	5    	6.1      	252     	129.072444	35.150009	1133.9      	-21.1   	18.7      	148.5     
21:42         	884.8   	18.56 	5    	6.1      	252     	129.072581	35.150037	1138.8      	-21.1   	18.7      	148.5     
21:44         	884.1   	18.52 	5    	6.2      	252     	129.072718	35.150065	1144.7      	-21.1   	18.7      	175.2     
21:46         	883.5   	18.49 	5    	6.2      	252     	129.072856	35.150093	1151.0      	-21.0   	18.6      	191.2     
21:48         	882.9   	18.46 	5    	6.2      	252     	129.072993	35.150121	1157.4      	-21.0   	18.6      	191.2     
21:50         	882.2   	18.43 	5    	6.2      	252     	129.073130	35.150149	1163.8      	-21.0   	18.6      	191.2     
21:52         	881.5   	18.40 	5    	6.2      	251     	129.073267	35.150177	1170.2      	-20.9   	18.5      	191.2     
21:54         	880.9   	18.37 	5    	6.2      	251     	129.073404	35.150205	1176.5      	-20.9   	18.5      	191.2     
21:56         	880.2   	18.34 	5    	6.2      	251     	129.073542	35.150233	1182.9      	-20.9   	18.5      	191.2     
21:58         	879.6   	18.31 	5    	6.2      	251     	129.073679	35.150261	1189.3      	-20.9   	18.5      	191.2     
22:00         	878.9   	18.28 	5    	6.2      	251     	129.073816	35.150289	1195.6      	-20.9   	18.4      	191.2     
22:02         	878.3   	18.25 	5    	6.3      	251     	129.073953	35.150317	1202.0      	-21.0   	18.4      	191.2     
22:04         	877.6   	18.22 	5    	6.3      	251     	129.074091	35.150345	1208.4      	-21.0   	18.4      	191.2     
22:06         	877.0   	18.19 	5    	6.3      	251     	129.074228	35.150373	1214.8      	-21.0   	18.3      	191.2     
22:08         	876.3   	18.16 	5    	6.3      	251     	129.074368	35.150402	1221.1      	-21.0   	18.3      	191.2     
22:10         	875.6   	18.13 	5    	6.3      	251     	129.074514	35.150430	1227.5      	-21.0   	18.3      	191.2     
22:12         	875.0   	18.10 	5    	6.3      	251     	129.074660	35.150459	1233.9      	-21.1   	18.2      	191.2     
22:14         	874.3   	18.07 	5    	6.4      	251     	129.074806	35.150488	1240.4      	-21.1   	18.2      	196.1     
22:16         	873.5   	18.05 	5    	6.4      	251     	129.074953	35.150517	1247.7      	-21.2   	18.2      	219.6     
22:18         	872.8   	18.02 	5    	6.5      	251     	129.075099	35.150546	1255.1      	-21.3   	18.2      	219.6     
